   5.4097123296551233E-009  -1.0992525372703673E-009   7.0831706352406778E-009   3.1502146601111343E-009   8.7351584918419752E-009  -8.3530031305854148E-009   6.6654602188138256E-008   7.4235853097795129E-008   3.7550086195748305E-008   5.0520440951696428E-008   5.8646157698232481E-008   1.7114124111159029E-008   3.2147008641765603E-008   4.2443023623779801E-008   2.5726348795254812E-007   1.4494496481321940E-007   2.2951228745923173E-007   2.3703422432275147E-007   1.8626364711275959E-007   1.4020925699214924E-007   2.3515026732453324E-007   1.3794732577295968E-007   1.9273769976485993E-007   1.1578111559550400E-007   1.5338562040970295E-007   1.0292198865681891E-007   7.8726943229117031E-008  -2.5290451965697530E-008   1.6389130862240789E-008  -1.9203856146905627E-008   1.3018529744574248E-008  -1.6770183279777834E-008   1.2145058446395949E-008  -1.5327833157392241E-008   1.1045713454873113E-008  -1.3959641574853296E-008   1.0331456644509932E-008  -1.1814338617968176E-008   8.1233052669998750E-009  -9.8355931284335698E-009   7.0590964501146802E-009  -7.7102014002873962E-009   4.2439170242638980E-009  -4.6367712573835956E-009   2.5740451541364655E-009  -3.6994430716918478E-009   1.0109327601993247E-009  -3.2305970280372466E-009   1.1002014293808540E-009  -1.2663397644428551E-009  -5.4673800108266972E-010   0.0000000000000000     
  -1.0992530421221654E-009   2.7069337206938362E-008  -1.2319046984545791E-008   1.7477220048702190E-008  -7.4701368027490359E-010   1.7334100802132879E-007  -2.5348110123843094E-008   1.0586244448898935E-007  -1.1898328320905229E-008   1.7374126059820737E-007  -1.0964305427206666E-007   1.6317060099370462E-007  -4.1114275440892010E-008   1.6873098640408247E-007   1.6805302137397576E-008   2.1529113690457040E-007   1.2631882992763559E-007   3.4101818970494689E-007   7.3065631824688812E-008   3.1308891831884046E-007   9.8395630349270209E-008   3.0351040040721630E-007   6.3190574828478032E-008   1.7834286680087893E-007   6.8059346581718179E-008   1.5225975297772512E-007   1.1792173196708600E-008   3.5445211084338702E-008  -3.9581745307848379E-008   3.4788674649098139E-008  -4.0558619111189029E-008   3.5310193161306581E-008  -3.9603866745327205E-008   3.4834847461114342E-008  -3.7463321234281884E-008   3.3611127558331687E-008  -3.5696929023914029E-008   3.0776390594053775E-008  -3.1372376108738575E-008   2.7664903173790745E-008  -2.8840187114496662E-008   2.4311122007522822E-008  -2.3683796684623882E-008   1.9198321750369075E-008  -2.0558405941543568E-008   1.6222371609025484E-008  -1.3229885435695485E-008   1.0388645584553007E-008  -8.2282329034793209E-009   1.1326756321090413E-009  -1.5320879811396970E-009   0.0000000000000000     
   7.0831705659454410E-009  -1.2319046582636332E-008  -1.0416621049308144E-008   9.9412736820183763E-008   6.5734613048861915E-008  -5.5658445118726436E-010   4.7902522181271716E-008   7.2313175401547344E-008   1.4339745415038553E-008   3.2062453453807624E-008  -4.9583160881377828E-009   3.8289509799552542E-008  -2.6583194569590961E-008   8.0669249652910687E-008   4.0189499650688235E-008   1.3935710712245835E-007   8.1723538484511345E-008   2.1715051528781017E-007   2.0211453666853800E-007   2.6339885566365568E-007   1.8514614271242101E-007   2.3944803877188336E-007   2.0893572728468680E-007   1.9060447660661864E-007   6.6451151662395470E-008   1.3538555951506767E-007   1.1953915766448792E-008   9.9883324991611197E-009  -1.2584935003428294E-008   8.4877644911168171E-009  -1.3713588000799244E-008   9.7842448468768667E-009  -1.3771037707721620E-008   1.0800356841836645E-008  -1.4004612296727987E-008   1.0002900072571439E-008  -1.1724554180983684E-008   9.5736835694692122E-009  -1.1619105380510867E-008   8.7654691707317196E-009  -9.9658639639422436E-009   8.1217294834154271E-009  -1.0754602937694875E-008   8.6559806497357434E-009  -7.1938105932386494E-009   5.1153548649887232E-009  -8.8164006060893658E-009   3.8187698573322766E-009  -5.2355886613725109E-009   7.0438319430971111E-009  -3.8560199840346206E-009   0.0000000000000000     
   3.1502148830996756E-009   1.7477220335769372E-008   9.9412736549879337E-008   3.2601339765923368E-009   1.1028255872237028E-008   8.1681440192669512E-008   7.6172289113776898E-008   3.5063158641868536E-008  -1.3003608813362560E-008   1.0548803739852165E-008  -1.5240996978498657E-008  -7.0849782920082639E-009   4.9664031780673405E-010   6.3007138369993291E-009  -2.3093814551497727E-008  -3.1687671450825772E-008  -4.2600775137278295E-009   7.8576531884475902E-008   8.1798807194365174E-008   1.1061635583999836E-007   1.6564047706944111E-007   1.2388120363584510E-007   1.0727519593128473E-007   3.4620429989234648E-008   1.3951251528064372E-007   5.9712669122723762E-008   2.0627539686608507E-008   7.2173385305644772E-009  -8.8772027244466620E-009   6.9075283001023487E-011  -3.9536697709460825E-009  -2.0300538768312791E-009  -2.3851056418347518E-009  -1.6807239000280741E-009  -2.5827460319352200E-009   3.8570866863292757E-010  -4.4046613240892555E-009   4.6539927323916005E-010  -3.0448537906120756E-009   6.3566041905852139E-010  -3.6049688330341690E-009   1.3348656064462373E-009  -1.8710776493671069E-009  -2.4304126545045694E-010  -3.7000942214873315E-009   7.5781092660885489E-010   1.2583266139957676E-009  -5.8259068945244027E-010  -3.8224599640193780E-010  -7.7214467416943418E-009   2.3267462536166004E-009   0.0000000000000000     
   8.7351582853454823E-009  -7.4701374605305492E-010   6.5734612430040753E-008   1.1028256619036561E-008   1.5068624125071437E-007   6.2727118367997614E-008   2.1264010087319459E-008   1.4930267427528651E-008   1.7488426762947686E-008  -9.6091579467002575E-009   9.5457577139406238E-010   9.8743785464535230E-009  -2.2363558175933765E-008   2.1713222462061202E-009   3.4389222797289762E-008   6.1151779101109406E-008   1.9111768085702554E-008   2.8114695090992414E-008   9.6278435925657444E-008   3.0454264245627002E-007   2.0788521818782361E-007   3.2248512301195112E-007   2.4076692372306254E-007   1.1519805281615395E-007   2.7310191353988372E-008   1.4268999103597600E-008   7.9897762683213098E-008  -1.0417434620495485E-009   7.6427065605000000E-009  -1.0346173803156094E-008   4.3741169927370739E-009  -7.0174922369066869E-009   2.5664009867175366E-009  -5.2083414059398432E-009   2.4887215956069084E-009  -5.3853069261153494E-009   2.4967928615171356E-009  -3.4945831708951352E-009   1.1483273319717279E-009  -2.7161845373684866E-009   1.8046587984185348E-009  -3.7028651540689707E-009  -2.8306060845506332E-010  -1.5731278860520775E-009   2.4641458726167433E-009  -2.9573767710874582E-009  -2.9875624561772139E-009  -6.8218757606549843E-010  -1.2368649258330771E-009   8.8427694444552631E-009  -5.4474870789903202E-009   0.0000000000000000     
  -8.3530038368498408E-009   1.7334100772174353E-007  -5.5658400527992858E-010   8.1681441135874739E-008   6.2727118783255490E-008   4.8491951283404971E-008   2.6305567365093453E-008   1.3469573268525163E-008   1.8763304988388712E-008   7.3972928720710906E-010  -3.7244829333249037E-009  -1.8194131915595350E-008   3.1495414715959480E-008  -1.8447417480508659E-008  -2.1518252757174873E-008  -3.3307546014658054E-008   2.0723317889890146E-008   2.6104818710742705E-008   6.2850541076835661E-009  -1.3132113129536736E-007  -5.8231537744031090E-008   1.4806548371328540E-008   8.4133571418762299E-008   1.8330546067653010E-007   2.1511270233984461E-007   2.2782500897247005E-008   2.3056206455300297E-008  -1.4877761194214404E-008   3.3925218660964624E-009  -1.0158927366532845E-008   3.5223550300916948E-009  -8.7831841550824904E-009   3.9830323670835382E-009  -7.2799313911812084E-009   2.5295165962405666E-009  -4.7747062311470868E-009   6.4707905525121871E-010  -3.6136101480221131E-009   1.6052379889450844E-009  -5.2547215028933565E-009   2.1601727302586523E-009  -3.7856000807058078E-009   4.0492480597572348E-009  -4.9282634510295966E-009   1.6790220561756458E-010  -1.8457097841691810E-009   4.2422034823492921E-009  -3.0360766362113855E-009   5.2257965172385012E-011  -1.2750643004580780E-008   4.9000554831889449E-009   0.0000000000000000     
   6.6654599304799775E-008  -2.5348110162692101E-008   4.7902523018476031E-008   7.6172288257597597E-008   2.1264010211771631E-008   2.6305566996493854E-008   1.5688359540789313E-008   1.1070941107399205E-008   2.1745779881474356E-008  -3.7804481651937508E-010   2.4157838028960314E-009   2.0283363623842625E-008  -4.9280604765048002E-008   1.3541423328670877E-008   3.2064673663308790E-007   5.4472264196717347E-007   7.0428854371596172E-007   8.0977731751711801E-007   5.2482099699766269E-007   5.9480510023258750E-007   5.0390019644120297E-007   2.5990830053506640E-007   2.8763425591194673E-008  -2.8629021418217979E-010  -2.8546737031578791E-008   1.1526078088811628E-007   4.3349211694403597E-008   5.6036228096497416E-009  -4.4274852133663732E-009   2.7244163580268094E-009  -6.3553232389379178E-009   4.0280423853522187E-009  -7.6429798776033896E-009   4.9263847106711104E-009  -6.6070791008080434E-009   3.5563402247730789E-009  -4.4641172195427835E-009   1.7843609579167623E-009  -3.6346992990952262E-009   3.0365133525622247E-009  -2.8218191157059540E-009   3.2425426772806897E-010  -4.0855370730896473E-009   9.5105881605720508E-010   5.8582212423257440E-011  -1.9031458644118250E-009  -4.8373338731363074E-009   7.4170076952512435E-010  -3.9514975850569717E-011   1.2838125690565093E-008  -7.1053954261146636E-009   0.0000000000000000     
   7.4235854513149438E-008   1.0586244517474677E-007   7.2313175880859797E-008   3.5063157822637301E-008   1.4930267808578500E-008   1.3469573068271705E-008   1.1070941139267777E-008  -1.5149895227993218E-008  -1.6094063010005682E-009  -3.0672293382300220E-009  -1.2778855289562327E-008  -4.9008518286194325E-008   2.8988645248326964E-008   8.2636996058556925E-007   1.4728781229348687E-006   2.4328963826659020E-006   3.2989092135245715E-006   3.8281954476896866E-006   4.0611523720534958E-006   3.5645730313852058E-006   2.7226618008390256E-006   1.7660347081450400E-006   1.1100927956291983E-006   5.6560506516364220E-007   1.8303328071216154E-007  -4.0085619844645504E-009   1.2404127681997713E-008  -1.4960560847394441E-008   1.4208644087458844E-009  -8.8213796106553919E-009   1.6364319245007803E-009  -7.8589593816540420E-009   2.9393343867259955E-009  -6.0580362634946778E-009   9.9593365303852558E-010  -3.7977347818721145E-009  -6.1385006269659945E-010  -1.3439505702153521E-009  -8.7785361863039376E-010  -2.9379752883822400E-009  -1.0190909899337241E-009  -4.3812021213693600E-010   9.1422069772256621E-010  -1.8541375830860544E-010  -3.4633021674535966E-009   3.0690719539058164E-009   2.2601550643361686E-009  -1.6002204841120905E-009  -2.2703476244889482E-009  -1.6563999499531558E-008   6.4579789910911305E-009   0.0000000000000000     
   3.7550086633758862E-008  -1.1898329679564661E-008   1.4339744958083297E-008  -1.3003608938382914E-008   1.7488426649771551E-008   1.8763305539027768E-008   2.1745780105367085E-008  -1.6094057775786609E-009   1.8558841460544575E-008  -2.3008620222855648E-008   3.1325535993883631E-008   1.4782121713012531E-007   1.3733852441166077E-006   3.2425311958883411E-006   6.2365506624348393E-006   1.0538294597953172E-005   1.5064432938321872E-005   1.8512664057515114E-005   1.8953028430869481E-005   1.6702419022289906E-005   1.2582921178571793E-005   8.2434121293574614E-006   4.6791776527234795E-006   2.4555478312333656E-006   1.1783987983392639E-006   3.8870174273691353E-007   9.1616051796589929E-009   1.7045013083755034E-008  -1.0893199263340331E-008   8.0926659733822273E-009  -1.0142881881521002E-008   9.4207352641340513E-009  -1.1002554178987461E-008   8.2307223773012411E-009  -8.4709842432351806E-009   6.1535741956879380E-009  -4.8939447127943975E-009   2.7004120108966136E-009  -3.5336416789739431E-009   3.4950339524763659E-009  -2.8916377474082796E-009   1.7009680521494999E-009  -5.6070303901910060E-009   1.3763164742621518E-009  -1.2755289644775249E-009  -2.4981450166745146E-009  -5.5291960416234156E-009   1.4612243949466097E-009   6.9109375617461830E-010   1.8380620298864070E-008  -8.6451172543881675E-009   0.0000000000000000     
   5.0520440875202133E-008   1.7374126008334461E-007   3.2062453174572360E-008   1.0548803913012545E-008  -9.6091586443429998E-009   7.3972908009852530E-010  -3.7804423995927582E-010  -3.0672302184216448E-009  -2.3008619811090330E-008   1.1804772624650268E-008   1.6332495985698680E-007   2.1893952105201768E-006   5.3033238216667966E-006   1.2347408968519847E-005   2.4991391538377087E-005   4.2723236084070889E-005   6.1541788500551892E-005   7.4403440513699817E-005   7.6298119251197615E-005   6.6752300028683295E-005   5.0256652729497597E-005   3.2465188959492837E-005   1.8179467242641699E-005   8.9965403803834693E-006   3.9896423958434513E-006   1.7027826543879576E-006   6.2093833517899108E-007   6.5398078844145339E-008  -1.1814097870351378E-009  -4.1206182967564330E-009  -1.6314706489170177E-009  -5.9249903442543798E-009   1.0263020331676135E-009  -4.3783258666618007E-009   7.7550194553665538E-010  -3.8357374059905845E-009  -1.2306020946950712E-009  -1.6898352128914797E-009  -7.6996027134066421E-010  -3.0377863268671081E-009  -3.8110569117704639E-010  -1.7700859394686634E-009   2.5757601916138757E-009  -9.7623273843291238E-010  -1.0883758177965399E-009   2.2623243191287401E-009   3.8101776924171545E-009  -2.6594570040194837E-009  -2.8566420227225737E-009  -2.1870506105843694E-008   7.6217364205548831E-009   0.0000000000000000     
