1.5022e-07 -2.1241e-07 1.0384e-07 -3.2013e-07 1.4322e-07 -9.2535e-08 2.3932e-07 -8.4249e-09 -1.6212e-09 2.1614e-07 4.3632e-08 -4.1496e-08 3.2419e-07 6.589e-07 -2.5425e-07 2.163e-06 5.8702e-07 2.0792e-06 2.4098e-07 -7.5902e-08 1.9075e-07 -2.7059e-07 1.7046e-07 4.2592e-08 4.5468e-07 -1.1166e-07 1.4032e-07 -3.1068e-07 3.65e-07 4.9565e-08 -4.8748e-08 3.2002e-07 -2.1435e-07 1.0439e-07 -1.9698e-07 1.1199e-07 1.1069e-07 -9.2592e-08 6.5337e-09 -1.0079e-07 -4.0369e-08 -1.2314e-07 8.8671e-07 1.5511e-06 -5.0128e-08 4.0341e-07 1.9268e-06 6.9227e-06 -3.9574e-08 -1.099e-07 7.7709e-07 6.0585e-07 3.5034e-07 -1.7537e-07 -6.3755e-08 -8.3835e-08 2.356e-08 -1.1238e-07 1.3033e-07 -2.5071e-08 2.1008e-07 -2.8336e-07 2.1725e-07 -2.9351e-07
-5.7106e-08 9.9856e-08 2.8355e-07 -9.6587e-08 3.3023e-07 -5.7143e-07 2.6464e-07 -6.1259e-07 2.2257e-07 -1.6903e-07 2.1635e-07 9.0414e-06 2.1418e-07 -2.5445e-07 4.8555e-06 -8.4019e-09 -1.2115e-07 -1.5112e-07 3.6445e-06 3.189e-05 7.9557e-05 7.1703e-05 1.11e-05 -5.8166e-07 6.5339e-05 6.3327e-05 3.2297e-06 -7.0365e-07 2.3296e-07 -1.6283e-07 3.6519e-05 0.00010727 0.00012334 -3.9111e-07 -1.541e-08 -1.6566e-07 3.6094e-07 -4.7107e-07 8.3499e-05 0.00015127 4.9372e-05 -7.6377e-07 5.3118e-05 0.00011901 4.2097e-05 -3.9253e-07 1.4533e-07 -5.2444e-09 2.9617e-07 2.8194e-06 1.2689e-06 -6.2935e-08 4.2805e-07 1.609e-07 2.4036e-07 -1.23e-07 1.6856e-07 -3.6139e-07 1.7384e-07 -8.6518e-08 7.2108e-08 -8.6665e-08 3.9984e-07 -1.0404e-07
-1.6984e-07 -9.2811e-08 8.0826e-08 -3.4236e-07 4.6184e-07 -1.6699e-07 2.6784e-07 -6.3597e-08 7.9342e-07 7.9075e-06 6.2398e-06 5.207e-07 1.3245e-05 -7.953e-08 3.8572e-07 2.1619e-05 5.1423e-05 0.0001047 0.00017427 0.0001798 0.00041027 0.0005187 0.0003162 6.3397e-05 0.00045002 0.00088215 0.00066336 0.00063897 0.00059365 -6.5883e-08 0.00040316 0.00070952 0.00065182 0.00013849 0.0005854 0.00061497 0.00015688 0.00057438 0.00099268 0.00099321 0.00041049 8.7574e-05 0.00048174 0.00056866 0.00026551 0.00010181 0.00015183 0.00012659 1.6674e-05 -8.4172e-07 2.6263e-07 6.7447e-06 3.0937e-07 4.4865e-06 3.3386e-07 -1.0207e-07 2.3117e-07 9.7172e-08 8.3831e-08 -1.4324e-07 -2.436e-07 6.0684e-09 -2.1638e-08 2.24e-08
9.7402e-08 -9.1521e-09 -9.3647e-08 2.2439e-07 -3.6583e-07 1.2525e-07 -3.8709e-07 1.8103e-07 2.9759e-06 2.0432e-06 2.2764e-06 9.2735e-06 -6.3964e-07 -3.4299e-07 7.9157e-05 0.00028477 0.0003917 0.00036438 0.00075288 0.00062186 0.00054126 0.00087315 0.00096522 0.00043531 0.00012537 0.00052887 0.00054882 0.00057134 0.00047965 -3.8363e-07 0.00026609 0.00054834 0.00049291 0.00011956 0.00044348 0.00058601 0.00023499 0.0006155 0.00076642 0.00042258 0.00014381 0.00079864 0.00089092 0.00053107 0.00061056 0.00067048 0.00080192 0.00048704 0.00020856 0.00012109 1.7963e-05 -1.8531e-07 4.7329e-06 1.4873e-05 1.9967e-07 2.0974e-06 3.5253e-08 -3.6421e-07 2.876e-07 -1.3285e-07 -1.4459e-08 1.0734e-07 -1.5511e-09 1.6822e-07
-1.5594e-07 1.6944e-08 -5.4636e-09 -9.6866e-08 -3.8427e-08 1.5182e-07 -6.96e-08 4.4884e-07 3.5821e-06 1.4194e-06 4.4427e-06 1.0882e-06 5.0928e-05 0.00014296 0.00034652 0.00082732 0.0010677 0.00064899 0.00072059 0.00097953 0.00038534 0.00018533 0.00041265 0.00075407 0.00060299 0.00036717 0.00042969 0.00058571 0.00037177 1.099e-07 0.00018913 0.00042077 0.00027571 0.00012018 0.00037729 0.00046058 0.00021128 0.00036928 0.00045427 0.00030524 0.00063568 0.0007923 0.00043195 0.00015879 0.00082513 0.0011144 0.0010414 0.00068485 0.00055482 0.00050059 0.00024544 6.3461e-05 1.5995e-07 1.9056e-06 2.1655e-05 2.6921e-07 8.9175e-08 2.4709e-07 8.1428e-08 -7.8592e-08 1.6099e-07 -1.3027e-07 1.3135e-07 -3.9879e-08
6.8652e-08 -1.7187e-07 8.9991e-08 -1.6069e-07 3.7224e-07 -4.9339e-07 4.3596e-07 2.587e-06 5.613e-07 9.0597e-06 1.1967e-05 0.00020081 0.00035833 0.00041066 0.00066895 0.00075263 0.00063697 0.00048242 6.6602e-07 0.00028446 0.00062849 0.00035198 5.346e-05 0.00061314 0.00083727 0.00047326 0.00025497 0.0004892 0.00053853 1.2748e-06 0.000328 0.00048158 0.00044149 7.1737e-05 0.00057553 0.0006938 0.00032678 0.00050171 0.00050593 0.00055622 0.0008521 0.00057333 5.1994e-05 1.4872e-06 0.00025427 8.2138e-06 0.0002739 0.00048646 0.00055511 0.00060171 0.00050973 0.00032023 9.1141e-05 1.0823e-05 4.0377e-07 -2.0189e-07 -2.4839e-07 1.2429e-07 -1.2676e-07 2.9072e-08 -1.9767e-07 5.9519e-08 -2.035e-07 -4.5685e-08
-4.9195e-10 3.136e-07 1.6781e-07 4.0579e-09 6.2214e-08 -1.6942e-07 1.284e-07 1.8212e-07 1.3551e-05 -9.4252e-07 0.00019374 0.00070446 0.0009204 0.00048554 0.00049067 0.00024648 1.0303e-06 -6.9039e-07 4.5621e-07 2.2125e-05 0.00055775 0.00069236 7.9876e-05 0.00043532 0.00078309 0.00068535 0.00056092 0.00045789 0.00065867 0.00016456 0.00044836 0.00043448 0.00056419 3.6473e-05 0.0004183 0.00050193 0.00041656 0.00071037 0.00077309 0.00069098 0.00082084 0.00040507 2.285e-05 0.00021557 -2.4294e-07 8.8193e-07 7.7857e-08 0.00022089 0.00035466 1.3463e-07 0.00037568 0.00043975 0.00037405 0.00023471 2.6261e-05 2.514e-06 4.2505e-08 9.9813e-08 -1.3813e-07 2.8026e-08 -2.1731e-08 -3.6973e-07 2.8412e-07 -1.0273e-07
2.0939e-07 -2.0688e-07 -2.0535e-07 3.9021e-08 -1.6653e-08 -1.7054e-07 1.4188e-07 7.1103e-06 1.4129e-07 0.0001648 0.00049275 0.00089387 0.00069654 0.00065357 4.6873e-05 -4.1223e-08 -2.0813e-07 3.6262e-05 0.00013829 0.00038467 0.00054304 0.0006898 0.00053894 0.00026624 0.00038707 0.00046045 0.00044431 0.00029183 0.00026768 0.00018637 0.00018295 0.00016783 0.0002267 2.0052e-06 0.00011564 0.00011899 0.00017317 0.00033698 0.00040922 0.00039007 0.00037896 0.00028755 0.00016537 0.00049632 0.00033943 0.00013286 -3.645e-07 5.403e-07 6.2726e-07 0.00030693 0.00044407 0.00030222 0.00089042 0.00070164 0.00026952 5.8501e-06 5.1323e-06 -1.2536e-07 1.6012e-08 -1.1396e-07 -2.6277e-08 1.7094e-07 -1.9664e-07 -3.9985e-08
-1.5597e-07 2.026e-07 2.101e-07 -3.9496e-08 1.5299e-08 2.0708e-07 -2.4085e-07 3.2121e-07 0.00017592 0.00052322 0.00073775 0.00065256 0.00044372 0.0002946 2.9844e-05 4.2821e-05 0.00012884 0.00018895 0.00028612 0.00070718 0.00070017 0.00040247 0.00058405 7.7936e-05 9.3809e-05 0.00013319 0.00011185 7.0834e-05 2.1282e-05 4.6573e-05 5.6538e-06 3.1395e-05 1.2904e-05 2.9134e-07 -6.3978e-07 8.3101e-06 8.4538e-06 5.988e-05 6.9336e-05 0.00011995 6.6687e-05 0.00014588 0.00016606 0.00044959 0.00063545 0.00050413 0.00023072 0.00014996 2.5145e-07 5.322e-05 0.00023824 0.00052652 0.0010149 0.00069757 0.00077949 0.00022756 -1.3009e-07 2.4909e-07 -1.8195e-07 1.86e-07 -1.5009e-07 1.2123e-07 -1.4374e-07 -1.3357e-07
-1.3911e-07 -1.3385e-07 -2.5468e-07 -1.0191e-07 1.3094e-07 1.2619e-08 1.1419e-07 8.9053e-05 0.00067722 0.00057913 0.00078879 0.00070065 0.00039766 0.00037899 0.000286 0.00025616 0.00038394 0.00038633 0.00032694 0.00068996 0.00054872 0.00012166 0.00024712 1.4466e-05 1.0929e-05 6.7264e-06 -1.376e-07 6.092e-07 -4.5704e-07 7.0781e-08 -3.5382e-07 1.9926e-07 2.8686e-06 -7.1864e-08 4.7632e-06 4.2531e-06 4.8258e-08 8.2419e-08 2.2834e-07 -1.083e-06 4.9952e-06 1.7057e-05 9.5039e-05 0.00018262 0.00049799 0.00069769 0.00069631 0.00040494 0.00030265 0.00051464 0.00042402 0.00046044 0.00040098 0.00046857 0.00084252 0.00079351 3.4472e-06 6.3888e-08 1.9167e-07 -2.1592e-07 2.673e-07 1.4171e-08 1.4475e-07 2.2036e-07
