   1.3721980224611805E-009  -3.4415317938442327E-009   1.6600940448720103E-008   1.2405132116895953E-008   2.2815282569985960E-008   9.3749307598556815E-009   2.0480611341260748E-008   1.8814984174593758E-008   2.0137210898941331E-008   2.1793392499019331E-008   1.3738925333039361E-008   4.4723874602375478E-008  -2.6076537963943037E-009   5.1592656780428232E-008  -6.8724758622943041E-009   1.4204217142224113E-008   1.3968282006140508E-008  -7.6483428737360016E-009   3.3428849020425051E-008  -8.9059973232417098E-010   2.4441068007609964E-008   1.6781459542219896E-008   2.3015609132628211E-008   2.2338069107967587E-008   1.3808403970093298E-008   2.3179507523416057E-008   1.3652802495703381E-008   2.2429786871854620E-008   2.0451715684290424E-008   1.6155558153558564E-008   8.6944297201368100E-009   7.9300768419061049E-009
   5.7255553166588153E-008   4.7905182644470182E-008   2.7662780442912837E-008   1.2269599139023261E-008   1.3577747533508089E-008   1.9463815519551433E-008   1.6054312460284238E-008   1.1785235436558195E-008   2.0269043983633989E-008   2.1115388993648006E-008   2.7547459202002292E-009  -1.4146267933445659E-009  -9.2335665852011674E-009  -1.1879186834222242E-008  -4.9415025394483393E-009  -1.7524577163703474E-008  -1.5803777054363731E-008  -6.8859238819741530E-009  -2.3546422033809737E-009  -1.2418486024238591E-008   5.4452036764623405E-009   2.2322977185904222E-009   2.7976666297641335E-008   2.3534637050224440E-008   1.0084739188162748E-008   1.8327251934192687E-008   1.8809700134238292E-008  -2.2380553255754462E-009   8.5863630826137189E-009   6.5262235524126205E-009   3.3278766842033072E-008   4.4569067972341332E-008
  -2.2600807186243824E-008  -3.1464148508171756E-008   9.8240647637325406E-010   2.7357765234989777E-008   1.8877582067303767E-008   1.6784394472601331E-008   2.1467215436315196E-008   1.7014778051947838E-008   2.9946815516646397E-008   5.7159170479741201E-008   6.8254138208690219E-009   5.0270363091004681E-007   9.4241433324957177E-007   4.2651892904226611E-007   7.3594075874095706E-007   2.7652614038842250E-007   3.6561849433733035E-007   6.3887147360827945E-007   5.5737421883798856E-007   9.0455799611783825E-007   4.7272336346864140E-007   2.3869590004421455E-008   2.0037527643077831E-008   3.8389647472707255E-008   1.0904720495931485E-008   2.4440134387072066E-008   1.1333147299601446E-009   2.9438673700226436E-008   2.7530991420171544E-008   2.4894920946492277E-008  -1.2285235563036660E-008  -3.0534268260191707E-008
   5.5217991606130059E-008   5.6112073629731217E-008   3.6281473071274382E-008   1.0943298772135597E-008   3.2917722913200754E-009   1.3239438995746400E-008   2.4797715830952808E-008   6.5263321952653257E-009  -1.2498503611306830E-008   3.2677388434815655E-009   3.9428040285218308E-009  -9.8773941997389745E-009  -2.0423049010688844E-008   1.4596921691056568E-006   2.2141773705177783E-006   1.9749985354326475E-006   2.1039828233953299E-006   2.0163609541536682E-006   1.5303187913781956E-006  -1.9849339724991772E-008  -1.8885923131944916E-008  -1.1447082650673137E-008   6.3927256675365193E-009  -1.0519594624792433E-008   9.0175048937748979E-009   2.6930183859566112E-008   2.4263927886164977E-008   9.6460150285123869E-009   1.2622217687939340E-008   1.8917676951805636E-008   3.3463619108919750E-008   6.2928202896811946E-008
  -2.7656178992686539E-008  -2.3575571364058338E-008  -5.2601613921592714E-009   2.1998276295376811E-008   2.1043716851227350E-008   1.8980290828508567E-008   1.6252225340160816E-008   2.4787085503478448E-008   1.4465351285582972E-006   6.2047068676027496E-007   1.2116516193458102E-007   2.2650883507568032E-006   2.4531420790566453E-005   8.2685116190116192E-006   2.5640779606561503E-005   2.3069161923039971E-005   2.3214743190739362E-005   2.5451888923626897E-005   8.3089425522779966E-006   2.4532658714890893E-005   2.2849575855567030E-006   9.7298687550515584E-008   6.0443480649340912E-007   1.3588684512991088E-006   7.6128734322720897E-008   1.4146770596748542E-008   1.8330546695297935E-008   1.9705520008878980E-008   2.0468023064616801E-008   1.5895037177911740E-008   1.1737944877392227E-008  -1.2199997602783035E-008
   4.6324304194156048E-008   3.6020123296348516E-008   3.4417597483299455E-008   1.5810801373263803E-008   1.4296978339596167E-008   2.0870783217197461E-008   2.0491195778444912E-008  -8.2989722815688905E-010   6.3238458780402905E-007   1.2388449925678484E-006   2.4441539799553166E-005   1.1354453309951320E-005   2.8694645335158955E-005   3.5897072720333700E-005   4.1197223859208804E-005   3.9687378419178861E-005   3.9527396785147608E-005   4.1170819205007636E-005   3.5942890410585632E-005   2.8759639419491151E-005   1.1553824738259345E-005   2.4322629617075797E-005   9.7869102243658798E-007   9.3101511184183231E-007  -5.1370426984633899E-010   3.5672142608506553E-009  -2.5465817626518874E-011   9.0764336923079191E-009   1.5392198155963019E-008   1.3199230267050945E-008   1.1771263927160091E-008   1.4324266830426339E-008
   2.5338866543942804E-009  -8.5333045782246645E-010   1.8161194035941926E-008  -7.6832994525152250E-010   3.0319835531279426E-008   3.2872323191819739E-007   1.2324061749152890E-006   2.4342789308604328E-007   1.3071869687815135E-005   2.7451643895083328E-005   2.9116611020943904E-005   6.0657275696413343E-005   7.3719704241884836E-005   1.0627461596929629E-004   1.5140304027495447E-004   1.7950545188607353E-004   1.7962728597203920E-004   1.5138167338352165E-004   1.0615203927887802E-004   7.3853138278660047E-005   6.0529865037394650E-005   2.9249492071948513E-005   2.7587920580987937E-005   1.3134170868341382E-005   1.0452785052351634E-007   1.2411778026676663E-006   8.4548248183883746E-009  -3.4305165362045055E-009   1.0726612159248689E-008   2.1709024377528038E-008   3.0027430406524390E-008   3.3300663335691992E-008
   3.1573223635453860E-008  -1.1523769009402622E-008   6.5398303950216332E-009   2.3005124413397222E-008  -9.4788441948765839E-009   4.6275742302837440E-008   1.7380665645282605E-007   2.0518412737419321E-005   4.7391010578837459E-006   2.9517972611098778E-005   5.8992444823901462E-005   1.2655505622179527E-004   2.3686286406520527E-004   2.9479489202966300E-004   3.1711370179940749E-004   3.2265459484996683E-004   3.2275552220850109E-004   3.1694492015438915E-004   2.9510936447590789E-004   2.3655698728247297E-004   1.2698760957008225E-004   5.8922416964447422E-005   2.9143977193121660E-005   4.9527897835313710E-006   2.0791404001450578E-005   2.6119056401528228E-009   4.1455366013702500E-007  -2.8826086621743839E-008   1.0105254855308808E-008   1.9230863706112765E-010  -1.2718293023640821E-008   1.7653016932694962E-008
  -1.8466340252625741E-008   3.7358790092688873E-008   1.6244589760995393E-008  -5.2069665232938486E-009   1.2666116290759734E-006   1.0538185713989526E-006   7.7386589005420542E-006   2.8754829389002057E-005   6.0632999861341778E-005   1.5803203689181719E-004   2.4655506192304598E-004   3.3474385534430149E-004   3.9440956506399524E-004   5.5883406066311431E-004   7.6830842160133489E-004   9.1162300621142663E-004   9.1143284908848561E-004   7.6837341199251946E-004   5.5890912462470618E-004   3.9411698128975856E-004   3.3510112085699875E-004   2.4610258125898940E-004   1.5856132187453892E-004   5.9687521855052470E-005   2.9293495476106608E-005   8.2317945622071801E-006   1.8374459042364086E-006   8.0649289770908113E-007  -3.5725856368234755E-009   2.0836689698206400E-008   4.4194627124797550E-008   1.8777492443055560E-008
   5.6348196557415593E-008  -3.7340926297825082E-008  -2.3495278469890233E-009   8.2116736656252105E-008   4.2169834113094556E-007   2.8009824431672482E-008   2.2607729053755336E-005   1.5989227613897835E-005   6.8891896245010446E-005   9.1812530273436375E-005   2.1592871718637208E-004   5.1549789056392378E-004   1.0619404036089713E-003   1.6148200471628104E-003   1.9883316662836119E-003   2.1658893567485715E-003   2.1657752632137459E-003   1.9883861053933637E-003   1.6148044824948733E-003   1.0620332893509360E-003   5.1542429066802091E-004   2.1591427253021822E-004   9.1910373508518310E-005   6.8159946559057056E-005   1.7177798843380891E-005   2.1537002171087444E-005  -1.7046686929294861E-008   4.7001545514582307E-007   1.5063375943562309E-008   1.0456560217845020E-008  -2.8360320254854790E-008  -1.4270472937551841E-008
