 # X T 
   0.00000000      -1.5833478131347001E-009
   9.99999978E-03  -3.2601305082618710E-009
   1.99999996E-02   2.8995205477620632E-005
   2.99999993E-02   2.8490124154971465E-006
   3.99999991E-02   1.6461157603397432E-005
   5.00000007E-02   6.1394983591062890E-006
   5.99999987E-02  -5.0140694481842806E-008
   7.00000003E-02   1.2172891631853985E-006
   7.99999982E-02   6.5198006671794751E-006
   9.00000036E-02   5.5665696698839129E-006
  0.100000001       8.3317886146948304E-007
  0.109999999       2.4679704009627220E-007
  0.119999997       1.0253337565268613E-006
  0.129999995       3.6148458810175903E-006
  0.140000001       5.2471864411088333E-006
  0.150000006       2.3881820032632006E-006
  0.159999996       1.7256793228448801E-007
  0.170000002       1.0089247897899451E-006
  0.180000007       5.0675173428629745E-007
  0.189999998       1.0481624467660529E-006
  0.200000003       1.2188087347556040E-006
  0.209999993      -2.5742754373350097E-007
  0.219999999       6.9053342239122409E-007
  0.230000004       5.8653387327453383E-007
  0.239999995       1.4290213108058068E-006
  0.250000000       1.1086042599530018E-006
  0.259999990       9.0370727416883828E-007
  0.270000011       1.3943058187048721E-006
  0.280000001       1.4032399831843663E-006
  0.289999992       1.6146800934415484E-006
  0.300000012       1.5394215284203244E-006
  0.310000002       1.9361717040281906E-006
  0.319999993       9.2860945974378852E-007
  0.330000013       1.7355276553972834E-006
  0.340000004       1.9192360361556364E-006
  0.349999994       1.1979967503363829E-006
  0.360000014       2.1603055666137977E-006
  0.370000005       1.2579917499492310E-006
  0.379999995       3.0327389107230355E-006
  0.389999986       1.0907851995924644E-006
  0.400000006       1.1713727263588704E-006
  0.409999996       5.3946608867677473E-006
  0.419999987       1.0409343670007559E-008
  0.430000007       4.8077705737565205E-006
  0.439999998       7.2331518629947577E-006
  0.449999988      -2.6230196067007016E-007
  0.460000008       1.2136273484512860E-005
  0.469999999       1.7735506656077399E-005
  0.479999989       2.4738859720405332E-005
  0.490000010       1.2014764158781483E-004
  0.500000000       3.3394324402659587E-004
  0.509999990       6.6347290562673899E-004
  0.519999981       1.1691789414456425E-003
  0.529999971       1.9881822176619035E-003
  0.540000021       3.3070306605088623E-003
  0.550000012       5.3432321138000846E-003
  0.560000002       8.3295187374835267E-003
  0.569999993       1.2495904415577283E-002
  0.579999983       1.8008822722803242E-002
  0.589999974       2.4925409702894114E-002
  0.600000024       3.3140940987813249E-002
  0.610000014       4.2333389095277868E-002
  0.620000005       5.1923659066043258E-002
  0.629999995       6.1198615296425042E-002
  0.639999986       6.9343556357491454E-002
  0.649999976       7.5516207719421025E-002
  0.660000026       7.9055251606318488E-002
  0.670000017       7.9449058279226048E-002
  0.680000007       7.6724663499617818E-002
  0.689999998       7.1260812747366370E-002
  0.699999988       6.3523068026260537E-002
  0.709999979       5.4464145291562904E-002
  0.720000029       4.4892553784567052E-002
  0.730000019       3.5472123256204358E-002
  0.740000010       2.6965133921194991E-002
  0.750000000       1.9794660838296181E-002
  0.759999990       1.3890746038415386E-002
  0.769999981       9.2648312743807554E-003
  0.779999971       6.0003210506184663E-003
  0.790000021       3.7593935869289080E-003
  0.800000012       2.3191167451455212E-003
  0.810000002       1.3874803675239032E-003
  0.819999993       6.9635854306939577E-004
  0.829999983       2.1623319267649610E-004
  0.839999974      -5.1334481144901336E-006
  0.850000024       4.1379267111788862E-005
  0.860000014       4.2758691845724359E-005
  0.870000005      -2.4882813313757198E-006
  0.879999995       3.8114642605445196E-005
  0.889999986       1.1388856907429624E-005
  0.899999976       7.0281814548740065E-006
  0.910000026       1.6304923275946756E-005
  0.920000017       3.6538451707371023E-006
  0.930000007       4.6014396473633828E-005
  0.939999998       5.5306179933931878E-005
  0.949999988       6.0051314222071836E-005
  0.959999979       7.0667975488446563E-005
  0.970000029       8.1381346809453821E-005
  0.980000019       7.7543470064775610E-005
  0.990000010       5.1688761808725339E-005
   1.00000000       4.3356263823734854E-006
