 # X Y F 
   1.1943371277876429E-007  -7.3955828561315435E-008  -3.9246579596394256E-007   2.4436129395606473E-008  -4.9054943144575157E-007   1.0068771562198618E-006  -2.0476328320301588E-006   2.5020078883561043E-006  -2.1094133043545981E-006   1.6451456911587107E-006  -6.9331015598757296E-007   3.1853810755108054E-007   1.0909279357885699E-006  -1.5925037007058981E-006   2.3296920459406878E-006  -2.4368315705313587E-006   2.6369519221217798E-006  -2.1306784392320383E-006   1.6672494732122418E-006  -5.8835160728987485E-007  -2.7441286664160623E-007   7.1453311487724222E-007  -8.0595533101362416E-007   2.7533373597101831E-007   5.3548888601176997E-007  -5.6733371791322420E-007   6.8428871067957843E-007  -4.9788173627209129E-007   3.1280447251102495E-007   1.0790821670393125E-008   3.6603665589925014E-008  -3.7688389233174343E-007   0.0000000000000000     
  -7.3955828393883518E-008   3.9211637561929202E-007   5.9344062084995783E-007   1.1631862943865536E-006  -6.8682678289189106E-007   1.2618240135551853E-006  -8.2754190568606290E-007   9.2333494785279388E-007  -1.4683068505064169E-006   1.5557673650428640E-006  -1.3798820337362970E-006   8.5684057943624359E-008  -2.9454258051458876E-008  -3.7667064014717465E-008  -1.5415261821475817E-007  -4.8263140474510835E-007   9.3539110335742301E-007  -1.1578803169545997E-006   1.0863999697645496E-006  -1.3063003967027409E-006   1.3489567417969348E-006  -1.4274621073591731E-006   2.2654749291040793E-006  -2.7518734866704520E-006   3.0472533191399529E-006  -3.4276856692073924E-006   3.4084833418848107E-006  -2.9000656709109058E-006   3.0841918535496592E-006  -3.5032998750386929E-006   3.0333932104746482E-006   2.4167100716709273E-007   0.0000000000000000     
  -3.9246579600819125E-007   5.9344062066339639E-007  -2.0853227427735167E-006   2.3069833150575329E-007   3.4484429458865028E-007  -5.1896075376888650E-007   5.2744162223851984E-007  -9.4732406774311426E-007   1.5058578968682808E-006  -2.0335747602088417E-006   2.7599160097739412E-006  -2.2325971664458863E-006   3.3660153029933505E-006  -3.1222900390175507E-006   3.4533981783769536E-006  -2.9512127993832305E-006   2.9217371571987897E-006  -2.5177241643005769E-006   1.9309301464363523E-006  -1.2123192682461540E-006   8.5326093178234609E-007  -9.1176220092057573E-007   5.1709364223757359E-007   5.5922871081318428E-007  -2.2512643869614494E-006   2.9582149548076520E-006  -3.3967934360229789E-006   2.3880058062179385E-006  -2.1327119930867338E-006   2.2258145713921466E-006  -2.1785356427632049E-006  -1.5414045715198808E-006   0.0000000000000000     
   2.4436129830095520E-008   1.1631862940800194E-006   2.3069833115124962E-007   1.5982444662360530E-006  -1.9103586064721920E-006   1.0146495653351696E-006  -9.5122583024790070E-007   7.0410325786512750E-007  -4.4622640807024210E-007   7.3008169888760022E-007  -3.9254423104705876E-007   2.3194938525600687E-007   1.0442394542559517E-007  -1.0214330501721320E-006   8.0643079686345356E-007  -9.5060872773325858E-007   8.9304931989075905E-007  -4.4760876747137156E-007   4.7937737055257283E-007   9.5527438475810481E-008  -9.4206434984814511E-007   1.4381291859177639E-006  -1.9975644398628856E-006   2.1872051845178795E-006  -1.0848694407888294E-006   1.1322887193127595E-006  -3.1753756393294715E-007   1.1663553522730999E-006  -1.0080360111528175E-006   4.7259286508369944E-007   7.5626311407237906E-007   2.5720974882555347E-006   0.0000000000000000     
  -4.9054943197330402E-007  -6.8682678345019779E-007   3.4484429455280485E-007  -1.9103586062026289E-006   2.4115895026863666E-006  -1.4159314419431361E-006   1.3697490501164844E-006  -8.2426440142039190E-007   7.7428543585987369E-007  -4.5095349283777944E-007   6.9922327969142659E-006   9.1865968543607277E-006   2.0805413495955491E-006   3.6342929411694847E-006  -1.4392267955824656E-006   1.5594111551521830E-006  -7.9631924021394953E-007   8.0721974138390901E-007  -7.4290354692530733E-007   2.0271232397769773E-007   8.0706833641818746E-007  -1.3915413638266088E-006   2.4603961251523579E-006  -3.2146837764003115E-006   2.3603543914687045E-006  -2.4374998600509946E-006   2.0553634513655069E-006  -2.0408601304448234E-006   1.7247845739094576E-006  -3.9480635411977293E-007  -8.3671367503463562E-007  -1.9676343981309865E-006   0.0000000000000000     
   1.0068771561126090E-006   1.2618240136807016E-006  -5.1896075375137896E-007   1.0146495654062303E-006  -1.4159314419983246E-006   1.4870750623707214E-006  -1.0589178334614561E-006   4.7770119670588856E-007   1.2154126666718657E-006   1.2761295204092725E-005   3.7947813226898651E-005   5.3687246859339464E-005   2.8872426631353096E-005   1.2603602186083377E-005   6.7060363005172049E-006   9.4745033581115172E-006   2.8639291730600208E-006   5.2158766912540891E-007  -2.2905591218836182E-007  -1.8882701935292323E-007   2.9232390073158487E-007  -4.9086798516687994E-007   4.0132878567862575E-007  -3.3915429903858203E-007   4.4646351798082777E-007   1.6857963885006514E-007  -6.4814049084240879E-007   4.1525075763325973E-007  -7.4864805974587442E-007  -7.5514116673375247E-007   1.6877003744271776E-006   6.6874240209044302E-007   0.0000000000000000     
  -2.0476328319275153E-006  -8.2754190550227030E-007   5.2744162180811636E-007  -9.5122583038109832E-007   1.3697490501357538E-006  -1.0589178335667041E-006   6.8015643005854871E-007   1.8307105434999723E-006   1.3299237266537808E-005   6.6418720214297814E-005   1.9887605552989151E-004   3.0312452301992017E-004   2.2300596061505617E-004   1.2300604798878099E-004   8.7306448032093285E-005   5.0414769133381654E-005   1.7521928898602389E-005   3.0998455505340312E-006  -5.6498899666957699E-007  -2.2896387855189897E-008   1.6617592836440453E-007  -2.4118532224915599E-008   3.1802686650328962E-007  -3.5815080822839310E-008  -5.2965509104182035E-009  -1.2472593043973285E-007   4.1164921282458706E-007  -1.2488452267209900E-007   4.0639396339218595E-007   5.0546405078846719E-007  -1.3140195803811567E-006   9.1788016987651421E-009   0.0000000000000000     
   2.5020078883984309E-006   9.2333494804150678E-007  -9.4732406769842364E-007   7.0410325787060378E-007  -8.2426440127274389E-007   4.7770119644013409E-007   1.8307105436578396E-006   1.5595525489185070E-005   7.9128835579528087E-005   3.4307255983200550E-004   9.5475675327756854E-004   1.6019226787341446E-003   1.6038989615331501E-003   1.0332429937405668E-003   4.8441615205560600E-004   1.7190523437998065E-004   4.7473351711945678E-005   1.1615897100023431E-005   1.8899585623441321E-006   2.4963551193396539E-007  -2.9450327465574682E-007  -2.9785083886607044E-007   2.7003868562355272E-007   1.3770989172297455E-007  -2.2264510202639775E-007   5.3841510219335501E-007  -9.9236471787594909E-009   6.7232749711578889E-007   3.1664873600186272E-007  -1.1623337116982459E-008   1.8268651937638991E-006  -6.8118024554320705E-007   0.0000000000000000     
  -2.1094133043101780E-006  -1.4683068508637971E-006   1.5058578968287637E-006  -4.4622640825642852E-007   7.7428543590945095E-007   1.2154126670497458E-006   1.3299237266807251E-005   7.9128835579314526E-005   4.2018232739739794E-004   1.6009634726193516E-003   4.3545309224913469E-003   7.7226382332658879E-003   7.9995439087767652E-003   4.8650961279850099E-003   1.9166853826559519E-003   5.7977257537219487E-004   1.4880446092324591E-004   3.1137665094832775E-005   5.8655142401352220E-006  -3.5757499227626466E-007   6.6736350983554372E-007   2.3246670120427114E-007  -1.5512786504298043E-007   6.1127138770609227E-008  -1.6251364251907883E-007  -8.7956209386453259E-007   1.2085700480139303E-007  -1.0354041025809754E-006  -1.1119704527924286E-006  -1.9572483572011866E-007  -2.0508903930191026E-006   1.1065504249897322E-006   0.0000000000000000     
   1.6451456913484841E-006   1.5557673654097944E-006  -2.0335747601677200E-006   7.3008169877875807E-007  -4.5095349281505879E-007   1.2761295203969673E-005   6.6418720214209723E-005   3.4307255983199493E-004   1.6009634726194902E-003   6.1842067328707192E-003   1.5516543779847821E-002   2.2335390436168744E-002   2.1971172450259889E-002   1.4570948115322127E-002   6.0946445536878757E-003   1.7860823911720961E-003   4.0840023478285853E-004   6.9155111126523183E-005   6.9016965729749106E-006   4.1346619194148909E-007  -5.3878366637099140E-007  -4.1901965196170547E-008   2.0046462711231213E-007  -2.2610332478259588E-007   4.5663206494723234E-007   4.3048097415448506E-007   6.2213859919616456E-007   6.5610057265872843E-007   1.2824545868727260E-006   3.9247986566685783E-007   1.5862917159631077E-006  -9.7676265411819557E-007   0.0000000000000000     
