 # X T 
   0.00000000      -1.5614150127581558E-004
   1.99999996E-02   2.9785140676948611E-004
   3.99999991E-02  -1.3999371938711860E-004
   5.99999987E-02   3.8270243256380786E-004
   7.99999982E-02  -1.5102075143921009E-004
  0.100000001       1.0390970640354285E-003
  0.119999997       3.3583884092197487E-003
  0.140000001       8.8096954970227608E-003
  0.159999996       1.9216745129849368E-002
  0.180000007       3.7754490519431527E-002
  0.200000003       6.1532658010587576E-002
  0.219999999       8.6480048615427199E-002
  0.239999995      0.10086265156221894     
  0.259999990       9.0777032326648799E-002
  0.280000001       5.6142908150875963E-002
  0.300000012       2.3821723496753103E-002
  0.319999993       7.4795958254375407E-003
  0.340000004       1.7024104179758069E-003
  0.360000014       1.3059386780749594E-005
  0.379999995       5.4341716960960623E-004
  0.400000006      -2.7130164232280307E-004
  0.419999987       1.1340559041501362E-003
  0.439999998       4.6082830778690544E-003
  0.460000008       1.4908102620478293E-002
  0.479999989       3.6759654379508254E-002
  0.500000000       6.9938869314941532E-002
  0.519999981       9.8113775623604016E-002
  0.540000021      0.10210357879192501     
  0.560000002       7.8342226560795036E-002
  0.579999983       4.7356036573113415E-002
  0.600000024       2.4751791760542069E-002
  0.620000005       1.2947330832638233E-002
  0.639999986       5.9495314786941365E-003
  0.660000026       2.3850168115966005E-003
  0.680000007       2.6833790852546363E-004
  0.699999988       5.3512630059870974E-005
  0.720000029       6.7097861778247462E-005
  0.740000010       9.6601050451555184E-005
  0.759999990      -5.8565886462830230E-005
  0.779999971       1.3348287069150710E-004
  0.800000012      -1.0907121428587602E-004
  0.819999993       1.5115087381774737E-004
  0.839999974      -1.3161716940528128E-004
  0.860000014       1.4655132970491886E-004
  0.879999995      -1.4299943308074424E-004
  0.899999976       2.3519471110743122E-004
  0.920000017       1.5039362954557756E-004
  0.939999998       3.2314852047771815E-004
  0.959999979      -4.8848132247953322E-005
  0.980000019       1.5619486189661020E-004
   1.00000000      -1.3875090036497511E-004
   1.01999998       0.0000000000000000     
