-7.2798e-07 -8.1071e-07 4.8108e-07 -1.0427e-06 7.0316e-07 -6.4745e-07 5.282e-07 -1.8522e-06 6.9247e-07 -1.3611e-06 4.4692e-07 -9.4729e-07 -9.4917e-07 4.574e-07 -8.496e-07 -1.7703e-06 2.3989e-07 -9.6459e-07 -6.08e-08 -6.3292e-07 -8.5791e-07 2.0198e-07 -6.1417e-07 -3.122e-07 -5.5158e-07 4.7774e-07 -1.9246e-06 1.2096e-06 -1.3248e-06 1.2547e-06 -2.021e-06 7.7455e-07 -9.2346e-07 -1.0897e-07 -9.4215e-07 -1.8493e-08 -4.0367e-07 -1.2996e-06 -7.1986e-07 -3.564e-07 4.0116e-07 -1.4275e-06 -1.0007e-06 -1.1247e-06 -4.8061e-08 -1.2441e-06 -3.7419e-07 -9.4889e-07 -6.8186e-07 3.4183e-07 -1.7563e-06 -5.8976e-07 -1.2822e-06 -5.3637e-07 -1.1005e-06 -1.6687e-06 -5.6099e-07 -3.9208e-07 -1.7557e-06 8.252e-07 4.969e-07 1.8161e-06 1.6727e-06 1.1519e-06 5.1382e-07 -2.39e-06 -2.4419e-08 3.3286e-07 -6.544e-07 5.3446e-07 -5.5516e-07 2.5026e-07 1.9612e-06 -2.1111e-06 1.2422e-06 -2.1924e-06 7.8787e-07 -1.1121e-06 1.6791e-06 -1.2278e-06 7.0665e-08 -1.2451e-06 7.2884e-07 6.7643e-07 9.1298e-07 -1.5629e-06 1.3747e-06 -1.7692e-07 1.112e-06 -8.3944e-07 9.0389e-07 -6.3153e-07 1.8608e-06 -6.1847e-09 -2.7925e-07 3.577e-07 9.6666e-07 -4.469e-07 8.9795e-07 -7.9457e-07
2.5156e-07 1.3001e-07 -2.2184e-07 8.9968e-07 -7.6122e-07 -4.3018e-07 -1.073e-06 5.0982e-07 3.0113e-07 -9.6082e-07 1.6909e-07 1.0172e-06 1.6722e-06 -2.0077e-06 1.2599e-06 -1.0792e-06 2.7245e-07 -2.1573e-06 3.2316e-07 -8.6645e-07 -7.4873e-08 -1.5968e-07 -1.2059e-07 -9.3078e-07 -4.9821e-07 2.0911e-07 -5.4419e-07 -4.4517e-07 -1.0688e-06 -1.1618e-06 -1.4194e-06 1.2275e-07 -6.1301e-07 2.4048e-07 -9.3614e-07 7.2225e-07 -1.9665e-06 4.5631e-07 -9.8852e-07 -2.0392e-07 -1.31e-06 -4.3428e-07 2.6949e-07 -8.4117e-07 -8.2124e-07 -4.876e-07 -5.7012e-08 -1.9333e-06 -7.4115e-08 -1.3665e-06 -1.4252e-06 -7.2355e-08 -2.006e-06 -5.0994e-07 -3.0794e-07 2.1194e-07 1.2675e-09 -1.8879e-06 3.0899e-06 -5.2088e-06 4.2164e-06 -2.0915e-06 3.504e-06 -3.7634e-06 6.1144e-06 5.9271e-06 1.1156e-05 3.2508e-06 8.7625e-06 2.2272e-06 2.1266e-07 -7.0493e-07 -2.0409e-06 -1.2522e-06 -9.2028e-07 -4.9107e-07 1.111e-06 -1.7963e-06 1.1757e-06 -1.6613e-06 1.2038e-06 -1.7959e-06 1.0049e-06 -2.5739e-06 9.3597e-07 -8.5354e-07 -9.247e-07 -2.4476e-07 3.9824e-07 -7.0265e-07 8.6638e-07 -1.1248e-06 -9.8895e-07 -2.8222e-09 3.537e-07 -9.215e-07 -1.3034e-06 1.354e-06 -1.4576e-06 8.9795e-07
-5.7008e-07 -1.0711e-06 -5.8258e-07 -1.7882e-07 -1.0237e-06 -1.1058e-07 6.3493e-07 -1.9032e-06 -4.9295e-07 3.1022e-07 -1.8443e-06 3.2208e-07 -3.3394e-06 9.391e-07 -1.4921e-06 1.0079e-06 1.359e-06 1.6054e-06 -1.7164e-06 7.549e-07 -6.2819e-07 -1.4159e-06 -1.0404e-06 1.3926e-06 -1.8316e-06 3.2823e-07 -2.2599e-06 -1.5887e-07 -9.2299e-07 1.6459e-06 -1.7638e-06 1.2378e-06 -3.0666e-06 1.6108e-06 -2.8622e-06 1.3339e-06 -2.8128e-06 9.1202e-07 -2.9735e-06 1.2066e-06 -1.4817e-06 9.2805e-07 -1.4769e-06 -4.2522e-07 -3.9016e-07 2.9347e-07 -1.9252e-06 5.0985e-08 -1.6519e-06 -5.5054e-08 -3.9872e-07 -2.4244e-06 1.8259e-06 -3.2389e-06 2.6247e-06 -5.1013e-06 3.8338e-06 -4.816e-06 1.6504e-06 -2.1481e-06 -3.6461e-08 -1.8296e-06 2.2763e-06 3.6629e-06 5.3673e-06 -2.3292e-06 1.6668e-07 9.8888e-06 1.5702e-05 1.4893e-05 1.8087e-05 1.5779e-05 1.9267e-05 1.9997e-05 1.949e-05 -4.9124e-07 -3.6493e-07 -2.4002e-06 -9.3528e-07 1.5332e-06 -1.687e-06 1.3425e-06 -8.7058e-07 1.5782e-06 8.163e-07 -6.0428e-08 6.7476e-08 4.3431e-07 -1.0426e-06 -8.5853e-07 1.0697e-06 -2.2509e-06 1.2556e-06 8.2852e-07 6.1029e-08 5.8263e-07 1.6383e-06 -8.0772e-07 1.354e-06 -4.469e-07
-8.0955e-08 1.4292e-07 -1.9053e-07 -7.5058e-07 1.3447e-06 -2.0301e-06 1.1438e-06 -1.4041e-06 9.7817e-07 -4.6553e-07 9.1849e-07 -6.3345e-08 1.6377e-06 -1.6006e-06 -4.746e-07 -4.0708e-07 -2.2135e-06 -1.5108e-06 -2.8551e-07 3.1108e-07 -4.8036e-08 2.1864e-07 6.4567e-07 -1.0351e-06 -6.8749e-07 5.0825e-10 8.0671e-07 -9.8641e-07 -1.2182e-06 4.6519e-07 -1.138e-06 -1.2415e-07 -5.59e-07 1.2683e-06 -1.5971e-06 2.0587e-06 -3.4464e-06 1.0002e-06 -9.1249e-07 -5.4842e-08 -6.2474e-07 -2.3901e-06 -1.137e-07 -3.339e-07 -1.5956e-06 -1.2126e-06 -6.796e-07 -1.3329e-06 -1.5534e-07 -1.8324e-06 -1.5236e-07 -1.5695e-06 3.3088e-07 -2.3815e-06 -1.6145e-07 -2.6145e-06 2.5463e-06 -4.8902e-06 1.0622e-05 -1.07e-05 1.1363e-05 -7.47e-06 9.0592e-06 6.4887e-07 1.6369e-05 1.3875e-05 1.7054e-05 2.0967e-05 2.2911e-05 1.8656e-05 9.7199e-07 1.1725e-05 -4.6103e-06 -1.0691e-06 -3.3165e-06 3.4983e-06 2.0382e-05 2.4494e-05 2.0273e-05 1.1918e-05 1.1627e-05 2.5011e-06 2.5574e-06 -2.9222e-06 -1.6132e-06 1.322e-06 1.7378e-06 -2.7676e-06 2.1235e-06 -1.4954e-06 2.2515e-06 -1.2399e-06 1.8496e-07 -3.1582e-07 -1.5377e-06 9.5882e-08 -6.1468e-07 1.6383e-06 -1.3034e-06 9.6666e-07
5.589e-08 -3.9825e-07 5.5711e-07 -3.6719e-07 -2.0052e-06 1.4651e-06 -2.7876e-06 2.018e-06 -2.2064e-06 8.3335e-07 -2.6049e-06 6.3527e-07 -3.0504e-06 1.9596e-06 -6.5842e-07 6.2723e-07 1.0707e-06 8.1736e-07 -1.6593e-06 1.0991e-06 -2.4055e-06 2.0841e-07 -8.1765e-07 2.2e-07 -1.4333e-06 6.0452e-07 -1.2059e-06 1.8953e-07 -8.4849e-07 5.4386e-07 -1.8711e-06 -4.8187e-07 -5.6013e-07 -1.5082e-06 -1.4766e-06 1.025e-07 5.8941e-08 1.5466e-07 -2.493e-06 2.3541e-06 -3.8693e-06 2.4685e-06 -2.7984e-06 -5.0714e-07 1.0356e-06 -1.9968e-06 -1.6933e-07 -1.8748e-06 1.7944e-06 -2.2723e-06 7.1335e-07 -2.099e-06 -1.8704e-07 -1.6971e-06 9.9786e-07 -2.8933e-06 6.2613e-07 6.1408e-08 -2.6468e-06 3.6866e-06 5.2758e-07 7.9138e-06 7.6875e-06 7.1239e-06 3.8077e-06 4.256e-06 7.0666e-06 -8.5075e-06 -4.0126e-06 2.1323e-06 1.912e-06 2.3555e-05 2.7386e-05 4.2919e-05 6.7313e-05 6.6191e-05 5.1546e-05 2.8209e-05 1.8627e-05 1.8637e-05 1.3586e-05 2.3082e-05 1.3404e-05 8.2245e-06 1.5159e-05 1.2154e-05 1.3643e-05 1.6082e-05 -6.285e-07 4.821e-07 1.7668e-06 4.1405e-07 7.1208e-07 2.5628e-06 -6.6859e-07 3.9285e-06 9.5882e-08 5.8263e-07 -9.215e-07 3.577e-07
-1.5085e-06 -9.9848e-07 -2.0521e-06 1.572e-06 -1.4992e-06 1.5526e-06 -2.015e-06 4.5276e-07 -1.2415e-06 3.3593e-07 -2.1697e-07 5.8667e-07 -7.6376e-07 -2.1683e-06 -2.0267e-06 4.6251e-07 -2.1424e-06 -1.66e-06 3.0731e-07 -9.8587e-07 4.3771e-07 -4.9759e-07 -9.4904e-07 -1.7058e-06 2.7203e-06 -4.1712e-06 2.6928e-06 -2.604e-06 1.4697e-06 -1.7138e-06 9.7401e-07 -2.2141e-06 2.0619e-06 -2.0786e-06 1.0806e-06 -2.302e-06 8.3149e-07 -2.1233e-06 -4.4875e-08 -1.2441e-06 1.0852e-06 -4.2608e-06 1.7621e-06 -3.1552e-06 4.7368e-07 -2.1765e-06 1.0944e-06 -9.5597e-07 -3.4484e-07 -2.3833e-06 3.1123e-07 -2.1946e-06 -4.7296e-07 -2.3673e-06 7.9991e-07 -4.2776e-06 2.7204e-06 -5.7972e-06 1.286e-05 -1.4604e-05 2.1448e-05 -1.6265e-05 1.8354e-05 1.1904e-05 9.1359e-06 4.1871e-05 2.3347e-05 2.7983e-05 4.0895e-05 7.0049e-05 7.7047e-05 8.3392e-05 9.3559e-05 8.0648e-05 6.2999e-05 5.1106e-05 1.5765e-05 5.2571e-06 1.1417e-06 2.6147e-05 3.524e-05 1.9141e-05 1.2345e-05 3.9819e-05 1.1342e-05 1.7289e-05 4.099e-06 9.2684e-06 8.057e-06 1.2763e-05 4.5937e-06 3.9759e-06 -5.9697e-06 1.5581e-06 -6.2614e-06 -6.6859e-07 -1.5377e-06 6.1029e-08 3.537e-07 -2.7925e-07
5.9837e-07 1.0054e-06 1.019e-06 -6.9892e-07 1.8379e-06 -2.326e-06 2.81e-07 3.3488e-07 -8.6475e-07 7.9015e-07 -1.3421e-06 6.4506e-07 -1.0982e-06 2.0873e-06 -1.3148e-07 1.0561e-06 1.0474e-06 4.6573e-07 -1.0693e-06 1.016e-06 -2.2837e-06 1.4557e-06 -9.7393e-07 5.9757e-07 -2.6018e-06 1.9018e-06 -2.8872e-06 7.1328e-07 -3.2794e-06 2.9282e-06 -3.0355e-06 1.7123e-06 -3.0512e-06 2.4916e-06 -4.2561e-06 2.5836e-06 -3.2947e-06 1.2818e-06 -2.1102e-06 -3.4157e-07 -2.717e-07 4.8557e-07 -1.1053e-06 7.1548e-07 -1.203e-06 5.6606e-07 -1.3423e-06 -1.0088e-06 -1.1646e-06 -1.1581e-06 -1.2783e-06 -1.1682e-06 1.6771e-07 -3.0759e-06 1.6365e-06 -2.7158e-06 3.7664e-07 7.0009e-07 -3.1008e-06 1.0395e-05 -6.2309e-06 2.3788e-05 1.7745e-05 2.3034e-05 3.7428e-05 1.7109e-05 4.0889e-05 8.5987e-05 9.7098e-05 8.1016e-05 9.5367e-05 5.3674e-05 1.4044e-05 4.5914e-06 5.0199e-05 4.6433e-05 6.5193e-05 6.786e-05 4.9721e-05 4.2388e-05 4.4392e-05 4.1835e-05 5.3388e-05 4.4725e-05 2.0255e-05 1.2338e-05 3.0832e-05 4.3412e-05 1.382e-06 2.842e-06 6.328e-06 1.0862e-05 5.6826e-06 2.5933e-06 1.5581e-06 2.5628e-06 -3.1582e-07 8.2852e-07 -2.8222e-09 -6.1847e-09
-7.6132e-07 -4.519e-07 -1.1075e-06 -8.1549e-07 -1.8349e-06 4.9824e-07 -3.8667e-07 -1.1163e-06 -5.1823e-07 -5.2061e-07 5.7503e-07 -1.747e-06 1.0448e-06 -2.9796e-06 2.8159e-07 -1.1619e-06 -1.9513e-06 -5.6682e-07 -1.6727e-06 -8.9936e-07 3.1296e-07 -1.5993e-06 -2.2594e-07 -3.622e-07 5.2687e-07 -1.2411e-06 9.3798e-07 -1.0422e-06 2.747e-07 -1.5874e-06 -4.011e-07 -3.6513e-07 -4.485e-08 -8.1809e-07 1.0393e-06 -1.2997e-06 3.0419e-08 -1.8367e-06 9.3831e-07 -3.6494e-06 9.6761e-07 -2.2935e-06 -2.695e-07 -1.9777e-06 -5.6919e-07 -1.0773e-06 3.346e-07 -1.4016e-06 1.4513e-06 -3.5207e-06 3.4092e-06 -4.5872e-06 3.9665e-06 -5.3663e-06 4.2138e-07 -1.9665e-06 -2.0897e-06 -8.5675e-07 4.8862e-06 -5.5038e-06 2.1128e-05 1.4937e-05 2.8691e-05 2.2191e-05 3.5063e-05 5.7892e-05 4.0182e-05 7.8454e-05 9.4628e-05 6.0984e-05 3.3241e-05 2.6802e-05 7.3049e-05 0.00014015 0.00016319 0.00016746 0.0001298 0.00010151 9.9461e-05 8.4403e-05 6.5505e-05 7.4374e-05 5.7901e-05 3.5602e-05 4.8631e-05 2.7847e-05 3.7179e-05 6.9121e-05 2.9384e-05 7.2339e-05 -3.2736e-07 2.0653e-05 -2.246e-07 5.6826e-06 -5.9697e-06 7.1208e-07 1.8496e-07 1.2556e-06 -9.8895e-07 1.8608e-06
-1.408e-06 8.5059e-07 -7.8949e-09 4.4695e-07 -9.1249e-07 1.3051e-06 -3.1192e-07 1.5387e-06 -1.1148e-06 -8.7528e-07 3.8675e-07 -3.8063e-08 -1.9341e-06 1.9951e-06 -2.6911e-06 2.2807e-06 -6.9849e-07 4.4931e-07 -3.9683e-08 1.5446e-06 -1.8044e-06 1.4755e-06 -4.985e-07 -8.1317e-07 -1.0231e-06 8.4446e-07 -2.5596e-06 3.9337e-07 -9.7518e-07 2.3582e-07 -8.2685e-07 -4.2961e-07 -3.1366e-06 2.1654e-06 -3.3343e-06 -6.4952e-07 7.0249e-07 -1.1676e-06 9.4795e-07 4.7338e-07 -3.3006e-07 1.8687e-07 -1.3004e-06 3.4504e-07 -7.0233e-07 -2.9144e-07 -2.5632e-06 -1.3988e-06 -1.5169e-07 -2.6064e-06 -3.319e-07 -2.8823e-06 -7.0028e-07 -9.6476e-07 -2.5648e-06 1.0791e-06 -4.6977e-06 1.0975e-05 1.7997e-06 -6.7024e-07 1.8945e-05 2.5763e-05 2.3802e-05 3.0951e-05 4.1114e-05 2.8725e-05 1.9683e-05 3.7769e-05 3.3365e-05 1.9617e-05 2.2102e-05 5.7011e-05 7.0919e-05 6.7871e-05 6.7741e-05 4.6934e-05 3.2116e-05 1.1583e-05 4.1788e-05 8.1943e-05 9.5053e-05 9.3034e-05 7.0822e-05 5.9875e-05 4.8762e-05 7.617e-05 5.0018e-05 3.7678e-05 2.5096e-05 4.8508e-05 3.9501e-05 5.7855e-06 2.0653e-05 1.0862e-05 3.9759e-06 4.1405e-07 -1.2399e-06 -2.2509e-06 -1.1248e-06 -6.3153e-07
1.5432e-06 -1.2772e-06 -1.2184e-06 5.0656e-07 -6.4493e-07 -9.1713e-07 -2.0694e-06 -1.5646e-07 -7.5329e-07 2.1649e-06 -3.181e-06 4.8341e-07 3.5747e-07 -9.7241e-07 1.1757e-06 -6.8042e-07 -1.2241e-06 -3.9654e-07 5.6099e-07 -2.2716e-06 6.2254e-07 -1.5182e-06 8.4452e-07 -1.5036e-06 1.3465e-06 -1.0608e-06 -8.6052e-07 -2.21e-07 -4.1318e-07 -2.4197e-06 3.0507e-07 -7.362e-07 -2.3512e-07 -2.022e-08 4.2048e-07 1.1966e-08 -4.1954e-07 4.8388e-07 -3.3097e-06 -6.2108e-07 -4.7722e-07 -1.6307e-06 -7.6601e-07 -7.8517e-07 -1.6693e-06 5.918e-07 -9.9713e-07 -1.9795e-07 -1.9545e-06 8.8624e-07 -2.1984e-06 6.7583e-07 -2.2901e-06 1.0256e-06 -1.6904e-06 -3.0211e-06 2.4191e-06 2.5394e-06 3.8424e-06 2.52e-05 -1.9988e-06 3.1941e-05 2.4176e-05 1.7919e-05 3.4712e-05 4.3727e-05 6.1525e-05 6.1335e-05 5.8453e-05 4.8786e-05 6.2721e-05 9.0991e-05 0.00011849 0.00010426 6.7374e-05 6.4205e-05 2.5898e-05 3.0686e-06 2.8788e-06 1.2041e-05 8.1153e-07 3.3194e-06 4.4879e-05 8.658e-05 7.7311e-05 7.0701e-05 5.7071e-05 9.4901e-05 7.5695e-05 4.9073e-05 3.2763e-05 3.9501e-05 -3.2736e-07 6.328e-06 4.5937e-06 1.7668e-06 2.2515e-06 1.0697e-06 8.6638e-07 9.0389e-07
