  -8.0767828989244456E-009   1.0698654987328792E-008  -7.9246142542248698E-009   1.0587611303308589E-008  -7.5357809518394852E-009   1.0398008919931116E-008  -6.9469130093233393E-009   1.0135806421378877E-008  -6.2372442781243790E-009   9.7532139486042279E-009  -5.5623563426419479E-009   8.9551180659596411E-009  -4.8337710784680721E-009   7.3461172824097952E-009   1.1734205775911345E-008   2.9623206191030215E-008   1.3253971046751800E-006   1.9505347584980370E-006   1.3497867839843914E-005   4.7456149835249732E-005   1.6456546308718620E-004   4.8178197498749702E-004   1.3633781013973022E-003   3.2647263810346664E-003   7.5818999137416913E-003   1.4752156256275253E-002   2.8224906765233891E-002   4.3767931899889083E-002   7.3171006312102438E-002   8.8110220312999504E-002  0.12596708172506768       0.10069772057416854       0.13840451506586632       0.10798588095876543        9.8487849396717703E-002   6.5727159377761496E-002   4.6676293408140473E-002   2.7037408463731663E-002   1.5330656911870688E-002   7.3240189962673063E-003   3.3688867446485622E-003   1.3256545077597712E-003   4.9336756571037870E-004   1.6230335600899982E-004   4.6783568850969641E-005   1.3524923107184385E-005   3.4390868498900612E-006   1.5792044581486674E-007   2.5549210714931713E-007  -2.3927598991500897E-008   2.5545526854817673E-008  -6.7209857118108635E-009   4.4541862197934985E-009   1.2423985626283420E-009  -2.5560772470266253E-009   5.2965157027895340E-009  -5.8282285978066721E-009   7.5785741384196041E-009  -7.5757632377281578E-009   8.8994886059617779E-009  -8.5230976037515198E-009   9.6037471160124084E-009  -8.9571738197851837E-009   9.8323908658515612E-009
   1.4100143085192914E-008  -4.6463708204150853E-009   1.4146653735139479E-008  -4.1486041138393942E-009   1.4306314058018832E-008  -3.2338156451598380E-009   1.4563904247277989E-008  -2.0067794175875855E-009   1.4818599631991303E-008  -7.9573271196313614E-010   1.4654254747199912E-008  -6.1771299204169911E-010   1.2641893629557245E-008  -6.4255596372980240E-009   6.9893785184236073E-009  -9.3518720522801568E-008   2.2318122989984218E-006   8.8778816833052428E-008   1.3746185935980893E-005   4.7408699504814807E-005   1.6639079996195471E-004   4.7835969502660211E-004   1.3720203616812768E-003   3.2427899581892617E-003   7.6346845892435048E-003   1.4635320483748368E-002   2.8463667363536269E-002   4.1990505798556954E-002   7.9472625471495362E-002   8.4772336212411564E-002  0.14602580227689094        5.7284095736408330E-002  0.15876914049849156       0.10391283911638621       0.10637265214516697        6.3225675809533088E-002   4.7191998524494322E-002   2.6766167569234101E-002   1.5460530737265082E-002   7.2692172056116073E-003   3.3880424276160658E-003   1.3220442002136164E-003   4.9089808142943712E-004   1.6730442661901519E-004   4.2411540413081172E-005   1.5498993281678322E-005   3.1573478217963113E-006  -1.7948455611047827E-008   9.5415253365753051E-008   3.3050923156228187E-008   4.2330833927767932E-009   1.0533615175803591E-008   2.9359701259626966E-009   3.3701567807562772E-010   5.5335974451498712E-009  -4.0708958231476696E-009   7.8231221791319082E-009  -6.2327862009982382E-009   9.4015519357774821E-009  -7.3658146174435434E-009   1.0368038345609518E-008  -7.9363842164956035E-009   1.0837113158241790E-008  -8.1173838216672044E-009
  -1.8185866671861655E-009   1.7087121467225112E-008  -1.4435998542378665E-009   1.7382487478771645E-008  -4.2937323987423142E-010   1.7962057544943944E-008   1.1557984254712262E-009   1.8767558647704599E-008   3.0792293102956219E-009   1.9533404540195226E-008   4.5733224521960074E-009   1.9256046268137116E-008   3.2047385644404259E-009   1.2659075515935833E-008  -1.0067030319113224E-008  -6.4020154772099731E-008   2.1332981905709120E-006   5.4908180243012239E-008   1.1776677104007601E-005   5.0866122446883081E-005   1.6027173508164423E-004   4.9652390713478039E-004   1.3208898079052783E-003   3.3782556248610450E-003   7.3056051885260634E-003   1.5371471863917276E-002   2.6960087398290221E-002   4.3454121510445240E-002   8.0114489303121317E-002   9.0833439555177586E-002  0.15473207822389767        2.5276319514928078E-002  0.16677564208328882       0.11061071129131927       0.10723405360226979        6.5108170302634577E-002   4.5154790806457346E-002   2.7853423783862283E-002   1.4926376593279578E-002   7.5113576043940138E-003   3.2855324488625950E-003   1.3640257952616101E-003   4.7266050909042223E-004   1.7743533477656027E-004   3.6386908141392951E-005   1.8150585617579739E-005   2.4838661374261642E-006   3.6348866719662678E-008  -1.0037587707671289E-009   3.3176931560400910E-008   9.5660991106376597E-009   9.1807239758974783E-009   1.6669497410619907E-009   6.9830913451176299E-009  -2.9490665376267704E-009   8.3251945803261089E-009  -5.2728766291806761E-009   9.8766122099127920E-009  -6.4665021574259480E-009   1.1019647509967467E-008  -7.0860378986829583E-009   1.1696044831118924E-008  -7.3648462352777583E-009   1.1929145646515470E-008
   1.9965233681750834E-008   1.1473251274827579E-009   2.0213500284303804E-008   2.0647456644078069E-009   2.0940765083416503E-008   3.8093112915233835E-009   2.2132444779983571E-008   6.2911635723518842E-009   2.3680385710984571E-008   9.1110497496467077E-009   2.5175642802789510E-008   1.0916539472765010E-008   2.5455649287473877E-008   7.9245205056531616E-009   2.2757771689997943E-008   4.5721075573950872E-009   1.1309471694346189E-006   1.7640475360468721E-006   7.6623452494984582E-006   5.7463040199985080E-005   1.4830809595176502E-004   5.2960404949744383E-004   1.2321134313983810E-003   3.6162209556284842E-003   6.7404484414761226E-003   1.6656641930347847E-002   2.4378268420357001E-002   4.6847939233766143E-002   7.7255888283915122E-002  0.10409805264157751       0.15213139608517967        6.1781732062250816E-003  0.16280995687213720       0.12545886901708084       0.10372320228145974        6.9638717881041812E-002   4.1525108945695853E-002   2.9808630824472361E-002   1.3979263894996929E-002   7.9437842231028528E-003   3.1075768226744866E-003   1.4353022828903603E-003   4.4467398393470176E-004   1.9085123902896572E-004   2.9416617892198830E-005   2.1145394005785722E-005   1.7614505415013690E-006   1.7584395370269545E-008   4.7952334737487452E-008  -3.4930122062792248E-009   1.7414556742355294E-008  -3.3656572940818868E-010   9.7027782449820814E-009  -3.0476276407044915E-009   9.3275762972593635E-009  -4.8723368117647222E-009   1.0526184272856742E-008  -5.8396868645183482E-009   1.1725539905186342E-008  -6.3482096932022370E-009   1.2565462347912568E-008  -6.6069813440593682E-009   1.2999226252311685E-008  -6.6938934230450759E-009
   3.6637534456285231E-009   2.2806573558766592E-008   4.2576424820070194E-009   2.3490267256034597E-008   5.9145639230494559E-009   2.4844612978183390E-008   8.6397499287735649E-009   2.6872875509825658E-008   1.2350233323361213E-008   2.9466938574654076E-008   1.6559265178367782E-008   3.2374550409111414E-008   1.9519485368624348E-008   3.7602376411380763E-008   1.6369862726229720E-008   9.9877218119046681E-008   9.1855508490812964E-008   3.7662174120525928E-006   2.9507530828387888E-006   6.5220814536114477E-005   1.3425980435436880E-004   5.6918226351483886E-004   1.1291395671738200E-003   3.9002936086037308E-003   6.0836616822184126E-003   1.8187638228107587E-002   2.1370126868774035E-002   5.0945758616012610E-002   7.3059984073325784E-002  0.12218353661568351       0.13915081827910969       -2.1937288264937830E-008  0.14813840396736744       0.14560166721751511        9.8493414170199856E-002   7.5170938080933919E-002   3.7250519003871586E-002   3.2144954385614030E-002   1.2866676621119118E-002   8.4606472248792038E-003   2.8995787635969542E-003   1.5198624492178128E-003   4.1262124381631464E-004   2.0602574184119975E-004   2.1800662480967370E-005   2.4587405572356298E-005   7.5148586588775141E-007   2.5699718487183872E-007  -2.0483901336438500E-008   1.5668738678917258E-008  -5.9670604829367025E-009   1.1412041434776991E-008  -5.1337645712392635E-009   1.0450799356245839E-008  -5.4732406760195950E-009   1.1309487968176303E-008  -5.7175211540131766E-009   1.2490955568122267E-008  -5.8548733827626524E-009   1.3445110335043380E-008  -5.9397909317449156E-009   1.4038369061385813E-008  -5.9896550406008123E-009   1.4254469743810876E-008
   2.5283488123070677E-008   6.2701679762239207E-009   2.5727614359062137E-008   7.6073779377463784E-009   2.7023706600187770E-008   1.0243881448754840E-008   2.9227895135120884E-008   1.4291897787777881E-008   3.2397496303925256E-008   1.9819582129707883E-008   3.6512920615489654E-008   2.6684632801750267E-008   4.1484681282732747E-008   3.4623755739994973E-008   4.6087047356389522E-008   4.8349243839129289E-008  -1.1278044828034529E-007   4.2449156741518786E-006   1.8523066121375026E-007   7.0839130816952435E-005   1.2364914065725779E-004   6.0165382966073145E-004   1.0456438681880949E-003   4.1383715122687943E-003   5.5458336436195275E-003   1.9471528801202981E-002   1.8898351618767337E-002   5.3937328484517898E-002   7.0800875672809169E-002  0.14012388723130487       0.12202402058279804        5.7142268589710548E-008  0.12938167624424751       0.16533388126851511        9.5588309587266856E-002   7.9258129822857709E-002   3.3749869688183567E-002   3.4085261904842498E-002   1.1956111347127835E-002   8.8916145716790643E-003   2.7285448164648413E-003   1.5914912049969656E-003   3.8520965882272561E-004   2.1988846061437369E-004   1.4625665353799471E-005   2.7731107196091395E-005   4.9916404005098045E-008   2.8340537462368235E-007  -1.5292915097039442E-008  -8.5616386418790540E-009   7.8904104252706208E-009  -9.3424571827875431E-009   1.0628184952361602E-008  -7.5143823411048791E-009   1.1992550357071638E-008  -6.3549710784303213E-009   1.3288908713689842E-008  -5.7375325056539909E-009   1.4352458812641989E-008  -5.4362215228147060E-009   1.5078359897025311E-008  -5.3111098438367995E-009   1.5456602276846958E-008  -5.2864921645826010E-009
   8.2347676632840278E-009   2.7750741754481384E-008   9.0264291047058639E-009   2.8794838603440991E-008   1.1289485221028306E-008   3.0904629254269956E-008   1.5191168374733948E-008   3.4231494122516502E-008   2.1051953105541427E-008   3.8960583109085492E-008   2.9394266785048456E-008   4.5184074348219870E-008   4.1204394751083837E-008   5.1523460339906002E-008   5.6574312433802260E-008   3.2440905255922599E-008   2.6377209301782790E-008   3.1980007040928523E-006  -9.1537526560584083E-008   7.3096083977394733E-005   1.1895014774843430E-004   6.1922100960069056E-004   9.9966901991721232E-004   4.2746436831404572E-003   5.2427770062117331E-003   2.0210412763950966E-002   1.7498431301915179E-002   5.4837417707717495E-002   7.2319911837822451E-002  0.15442994997729947       0.10615865249406151       -9.7812349867701343E-008  0.11214750883556368       0.18072711521337850        9.7309129469500238E-002   8.0548312909175634E-002   3.1824540993228650E-002   3.5165407403717666E-002   1.1454117688850457E-002   9.1338027363591333E-003   2.6323177119357910E-003   1.6338551455966311E-003   3.6767957683097804E-004   2.3024273063688600E-004   8.7219656610061024E-006   2.9988384484419652E-005   6.6797318627699537E-010   4.2172121835977888E-008  -3.6348417772675862E-009   4.7301899492540553E-010  -1.6152212127011346E-008   8.9243019112165903E-009  -1.1479910584367218E-008   1.2174671775696672E-008  -8.0309224197005861E-009   1.4011833870777779E-008  -6.1408632498224428E-009   1.5278413097856805E-008  -5.1750735552247353E-009   1.6134098683079558E-008  -4.7161474958135725E-009   1.6638442016733528E-008  -4.5401266451270206E-009   1.6827763675111773E-008
   2.9675836906161261E-008   1.0298134444076333E-008   3.0286917576350501E-008   1.1978019497015116E-008   3.2081977421511585E-008   1.5382344787225197E-008   3.5226618463587160E-008   2.0897199835987537E-008   4.0021523601189168E-008   2.9235220932046191E-008   4.6890531774187464E-008   4.1800037747856558E-008   5.6133024694177486E-008   6.1620989299454357E-008   6.6045170521029012E-008   9.5260181905726443E-008   9.0969355560941219E-008   1.7225930312842008E-006   6.5078905914418676E-008   7.4043293290925924E-005   1.1768682347228081E-004   6.2535421563959304E-004   9.8332922590142193E-004   4.3241847702965523E-003   5.1334143616092367E-003   2.0480088920999340E-002   1.6991512220330691E-002   5.4045728987532314E-002   7.7022466108213200E-002  0.16539730135072717        9.1588699598899564E-002   1.3342366918401162E-007   9.6435021909921315E-002  0.19216183610753476       0.10295363996389487        7.9543012094691168E-002   3.1224716530057241E-002   3.5505681005520678E-002   1.1294504435815495E-002   9.2135983453261374E-003   2.5981580120131528E-003   1.6514518803645464E-003   3.5784689812399834E-004   2.3813086689778636E-004   3.1849475268545533E-006   3.2121673495642936E-005  -7.0369649352023093E-008  -8.6535430504847596E-008   1.2515913186792675E-009  -3.1970219372910492E-008   6.3587438541846533E-009  -1.8375986595779802E-008   1.1649163142887268E-008  -1.1037030529775133E-008   1.4531357982058454E-008  -7.1876840933914008E-009   1.6196401130117258E-008  -5.2173239743907765E-009   1.7218976160162954E-008  -4.2454554776683144E-009   1.7829978559053625E-008  -3.8118926415064642E-009   1.8134986049438890E-008  -3.7000054060790348E-009
   1.1557189658937978E-008   3.1606169083415225E-008   1.2482052482007985E-008   3.2927417262620400E-008   1.5165955699337017E-008   3.5640971688098671E-008   1.9928459471562540E-008   4.0071972462893302E-008   2.7448400319744592E-008   4.6778240143787437E-008   3.9026260134609124E-008   5.6676209483055711E-008   5.7421576818809300E-008   7.1447819990404163E-008   9.1761926140809256E-008   1.0065371422401547E-007   2.2417848980134363E-007   4.2248459730390071E-007   1.3685870956668860E-007   7.4138054813547297E-005   1.1899749384278334E-004   6.2212239421570155E-004   9.9119845770499889E-004   4.3010366483291710E-003   5.1839892321844574E-003   2.0355873279465239E-002   1.7224175691857170E-002   5.1932373236630344E-002   8.4399305286483692E-002  0.17325113321023394        7.8330300716194623E-002  -1.7449958414252680E-007   8.2228046753723361E-002  0.19994724037609185       0.11190622368159650        7.6705107110367265E-002   3.1732678764146247E-002   3.5221628954018556E-002   1.1422601293532857E-002   9.1542660071879944E-003   2.6181685867152577E-003   1.6456663614409085E-003   3.5694501912523119E-004   2.4131586185216657E-004   3.5933353469244259E-007   3.3050892095487302E-005  -3.2406006853154492E-007  -3.1065989230475271E-009  -7.4437162456620638E-008   3.8107978648943988E-009  -2.9931851901699416E-008   1.0595112660978216E-008  -1.5611553437932188E-008   1.4809343741811435E-008  -8.9225193414555466E-009   1.7093807065210230E-008  -5.5744087990610429E-009   1.8350868904501328E-008  -3.9079298928292971E-009   1.9057992267312635E-008  -3.1190425325594022E-009   1.9434893173112872E-008  -2.8110541185870827E-009   1.9579694203958025E-008
   3.2862685193270648E-008   1.2920429690599336E-008   3.3580291022338863E-008   1.4771263359024928E-008   3.5702336076196833E-008   1.8576147390844412E-008   3.9492912945000136E-008   2.4892574673313094E-008   4.5487167212532358E-008   3.4775873671711046E-008   5.4664129145054628E-008   5.0198943727779136E-008   6.9023167131215918E-008   7.5124899698874613E-008   9.4774291006044171E-008   1.1998305611881838E-007   1.6397425292645181E-007   7.1184661771281851E-008   9.0626124744050688E-008   7.3328424205164973E-005   1.2258001406414756E-004   6.1110792406079701E-004   1.0190556240288020E-003   4.2186134792987747E-003   5.3655488859587304E-003   1.9911100893314340E-002   1.8061504246124196E-002   4.8828184899428806E-002   9.4013312128415544E-002  0.17818992132478254        6.6370645593665040E-002   2.0966207815509147E-007   6.9485681442036679E-002  0.20436097275489226       0.12362559800342501        7.2452019716919086E-002   3.3154628859846297E-002   3.4423548662139848E-002   1.1791206949520818E-002   8.9773476487180551E-003   2.6867263856253831E-003   1.6168103026019374E-003   3.6736325440131962E-004   2.3658367370221495E-004   3.6629984053884306E-006   3.0747585029475191E-005  -7.4888480089273920E-008  -9.7399270145247103E-008  -6.2591978465351929E-009  -4.3920804892363607E-008   8.6513557586045404E-009  -2.1364664383203176E-008   1.4917601322961311E-008  -1.1172492934651637E-008   1.8020564711017673E-008  -6.1525907169804719E-009   1.9573045986943074E-008  -3.6548257235942956E-009   2.0363185107549604E-008  -2.4453690102093492E-009   2.0767469490525512E-008  -1.9123451978261644E-009   2.0956319098236762E-008  -1.7759637408190526E-009
